date,snowfall_cm,slr,temp_max,temp_min,humidity_avg,accumulated_snowfall_cm
2011-12-31,0.12,16.2,-6.6,-10.0,82.6,90.90
2012-01-01,5.48,14.9,-3.5,-6.4,96.3,96.38
2012-01-02,3.26,11.2,-2.1,-6.0,98.3,99.64
2012-01-03,11.62,12.3,-3.5,-6.8,97.5,111.26
2012-01-04,4.16,12.7,-3.7,-6.9,96.8,115.42
2012-01-05,2.15,17.0,-5.9,-10.1,94.0,117.57
2012-01-06,0.84,15.5,-5.8,-10.2,93.5,118.41
2012-01-07,0.00,0,-8.7,-11.5,92.3,118.41
2012-01-08,0.00,0,-5.9,-12.0,91.2,118.41
2012-01-09,2.87,18.9,-3.9,-9.5,92.3,121.28
2012-01-10,0.39,13.7,-2.5,-6.3,88.1,121.67
2012-01-11,0.24,13.9,-3.7,-5.4,83.5,121.91
2012-01-12,0.59,14.3,-4.3,-6.4,82.4,122.50
2012-01-13,0.07,14.0,-4.2,-6.0,80.4,122.57
2012-01-14,6.18,12.7,-0.7,-5.5,90.6,128.75
2012-01-15,0.41,7.9,1.1,-0.8,95.1,129.16
2012-01-16,0.00,0,0.9,-0.9,86.6,129.16
2012-01-17,0.00,0,-0.2,-7.5,91.6,129.16
2012-01-18,7.83,15.5,-5.2,-7.4,95.6,136.99
2012-01-19,0.36,17.9,-5.1,-8.5,90.5,137.35
2012-01-20,3.32,18.5,-8.3,-11.7,93.3,140.67
2012-01-21,2.60,20.4,-8.2,-11.9,92.1,143.27
2012-01-22,7.06,17.4,-7.3,-8.6,94.1,150.33
2012-01-23,0.58,20.5,-8.5,-11.2,92.5,150.91
2012-01-24,0.17,20.9,-7.5,-12.3,91.9,151.08
2012-01-25,1.05,22.6,-8.5,-15.5,88.7,152.13
2012-01-26,1.75,18.5,-7.2,-10.4,93.8,153.88
2012-01-27,0.73,20.1,-7.6,-12.6,93.3,154.61
2012-01-28,0.77,20.0,-9.3,-12.4,91.9,155.38
2012-01-29,0.19,19.9,-9.7,-11.7,91.7,155.57
2012-01-30,0.71,22.8,-11.7,-14.1,88.9,156.28
2012-01-31,0.00,0,-10.6,-16.5,87.5,156.28
2012-02-01,1.45,25.4,-12.0,-15.4,89.0,157.73
2012-02-02,1.39,28.0,-14.9,-21.5,85.5,159.12
2012-02-03,0.00,0,-14.4,-21.4,84.3,159.12
2012-02-04,0.50,29.5,-16.8,-22.4,83.9,159.62
2012-02-05,1.09,27.6,-8.5,-17.7,88.0,160.71
2012-02-06,0.31,16.8,-2.8,-8.4,88.6,161.02
2012-02-07,1.40,12.0,-2.4,-5.8,86.1,162.42
2012-02-08,0.40,14.1,-1.6,-13.2,93.1,162.82
2012-02-09,0.93,19.2,-3.5,-13.8,88.5,163.75
2012-02-10,0.00,0,-1.3,-9.0,85.7,163.75
2012-02-11,0.00,0,-3.3,-8.7,86.3,163.75
2012-02-12,0.39,14.7,-3.8,-6.2,89.4,164.14
2012-02-13,0.28,13.2,-2.7,-6.2,83.6,164.42
2012-02-14,0.99,13.2,-3.3,-6.9,87.9,165.41
2012-02-15,0.00,0,-6.1,-9.2,82.8,165.41
2012-02-16,0.13,17.1,-2.0,-7.5,84.9,165.54
2012-02-17,0.00,0,-3.2,-6.2,75.1,165.54
2012-02-18,6.02,11.1,-2.4,-5.1,96.4,171.56
2012-02-19,0.28,14.7,-3.3,-10.2,82.7,171.84
2012-02-20,0.96,14.4,-2.3,-9.1,84.8,172.80
2012-02-21,0.94,13.3,-3.7,-9.0,77.4,173.74
2012-02-22,0.40,12.6,0.5,-4.1,81.8,174.14
2012-02-23,0.91,11.0,2.2,-3.0,84.2,175.05
2012-02-24,0.15,10.9,0.1,-6.5,83.7,175.20
2012-02-25,0.00,0,-5.1,-7.5,77.8,175.20
2012-02-26,0.00,0,-4.5,-8.8,79.3,175.20
2012-02-27,2.67,14.2,-0.8,-8.6,94.4,177.87
2012-02-28,0.00,0,1.0,-0.6,83.2,177.87
2012-02-29,-1,-1,3.9,-2.8,87.0,177.87
2012-03-01,0.55,11.8,5.4,-4.6,83.9,178.42
2012-03-02,0.08,14.3,-1.7,-5.3,79.0,178.50
2012-03-03,0.00,0,-1.5,-8.2,77.5,178.50
2012-03-04,0.00,0,-2.6,-8.2,68.5,178.50
2012-03-05,0.00,0,-3.0,-7.6,62.1,178.50
2012-03-06,0.00,0,-2.2,-8.6,67.3,178.50
2012-03-07,1.81,15.5,-5.2,-8.9,93.8,180.31
2012-03-08,1.33,13.0,-2.7,-6.8,91.7,181.64
2012-03-09,0.10,12.2,2.1,-3.0,84.8,181.74
2012-03-10,0.42,12.2,1.7,-4.9,73.3,182.16
2012-03-11,0.00,0,3.9,-3.5,76.9,182.16
2012-03-12,0.00,0,2.8,-0.6,78.7,182.16
2012-03-13,0.00,0,-1.1,-5.5,74.9,182.16
2012-03-14,0.00,0,3.1,-5.3,85.2,182.16
2012-03-15,0.00,0,4.7,0.6,74.9,182.16
2012-03-16,0.00,0,5.2,0.5,71.7,182.16
2012-03-17,1.52,14.7,2.3,-5.6,76.1,183.68
2012-03-18,2.55,16.2,0.6,-8.5,78.1,186.23
2012-03-19,0.00,0,-3.9,-8.2,68.0,186.23
2012-03-20,0.21,8.3,1.7,-5.0,84.8,186.44
2012-03-21,-1,-1,5.3,0.6,86.9,186.44
2012-03-22,0.00,0,5.7,0.9,79.3,186.44
2012-03-23,0.00,0,4.4,0.7,83.5,186.44
2012-03-24,0.04,8.0,3.4,-3.1,79.4,186.48
2012-03-25,0.00,0,3.4,-2.9,74.2,186.48
2012-03-26,0.00,0,5.0,1.8,77.7,186.48
2012-03-27,-1,-1,5.2,2.0,85.0,186.48
2012-03-28,0.17,8.3,2.6,-1.7,80.5,186.65
2012-03-29,0.68,11.2,1.2,-3.2,78.6,187.33
2012-03-30,0.96,15.3,-0.5,-8.6,79.4,188.29
2012-03-31,0.11,14.7,-2.3,-8.6,72.1,188.40
2012-04-01,1.78,14.7,-4.0,-9.5,72.5,190.18
2012-04-02,3.00,16.6,-4.3,-10.3,81.2,193.18
2012-04-03,0.00,0,-3.1,-7.3,73.6,193.18
2012-04-04,0.00,0,-1.4,-6.2,69.0,193.18
2012-04-05,0.80,13.0,0.4,-10.4,76.5,193.98
2012-04-06,0.00,0,-4.5,-10.5,66.4,193.98
2012-04-07,0.00,0,-3.4,-8.4,71.1,193.98
2012-04-08,0.16,16.2,-2.0,-6.8,78.6,194.14
2012-04-09,3.95,11.0,-1.8,-5.6,92.9,198.09
2012-04-10,3.44,9.0,0.7,-2.4,98.8,201.53
2012-04-11,0.00,0,3.7,-1.7,83.1,201.53
2012-04-12,0.00,0,4.4,-6.2,75.6,201.53
2012-04-13,0.00,0,0.6,-5.2,62.8,201.53
2012-04-14,0.00,0,1.9,-5.0,56.9,201.53
2012-04-15,7.87,13.6,0.3,-5.0,75.0,209.40
2012-04-16,14.41,12.1,-2.8,-6.7,92.0,223.81
2012-04-17,5.11,13.6,-3.8,-6.8,96.4,228.92
2012-04-18,0.44,11.7,0.2,-5.5,81.0,229.36
2012-04-19,0.82,11.0,3.0,-3.7,79.8,230.18
2012-04-20,6.01,12.6,0.5,-4.5,87.7,236.19
2012-04-21,2.50,10.9,-1.8,-4.0,98.4,238.69
2012-04-22,0.00,0,4.9,-2.6,83.7,238.69
2012-04-23,2.27,9.4,-0.7,-2.3,99.5,240.96
2012-04-24,0.00,0,4.8,-1.2,76.3,240.96
2012-04-25,0.23,8.2,7.3,-0.4,80.0,241.19
2012-04-26,7.83,7.8,2.1,-0.5,99.7,249.02
2012-04-27,-1,-1,6.2,-1.1,89.7,249.02
2012-04-28,0.00,0,4.1,-2.1,74.3,249.02
2012-04-29,0.00,0,6.6,-0.6,50.8,249.02
2012-04-30,0.00,0,7.5,-1.8,66.0,249.02
